step, arrivals_sum, infringement_sum 
303502,6234, 1715
304002,6263, 1721
304502,6279, 1722
305002,6291, 1732
305502,6308, 1737
306002,6332, 1738
306502,6357, 1739
307002,6374, 1740
307502,6390, 1740
308002,6416, 1740
308502,6434, 1740
309002,6452, 1741
309502,6477, 1742
310002,6500, 1744
310502,6525, 1744
311002,6547, 1748
311502,6575, 1749
312002,6602, 1750
312502,6629, 1750
313002,6651, 1752
313502,6673, 1757
314002,6697, 1760
314502,6715, 1762
315002,6734, 1763
315502,6759, 1765
316002,6784, 1768
316502,6799, 1771
317002,6818, 1775
317502,6855, 1776
318002,6870, 1779
318502,6878, 1780
319002,6883, 1781
319502,6900, 1784
320002,6924, 1784
320502,6943, 1786
321002,6976, 1789
321502,7003, 1790
322002,7017, 1797
322502,7032, 1799
323002,7052, 1801
323502,7083, 1803
324002,7101, 1810
324502,7126, 1814
325002,7153, 1814
325502,7179, 1815
326002,7206, 1817
326502,7236, 1817
327002,7262, 1817
327502,7288, 1818
328002,7320, 1818
328502,7341, 1818
329002,7358, 1818
329502,7386, 1820
330002,7415, 1821
330502,7438, 1824
331002,7460, 1827
331502,7483, 1830
332002,7511, 1833
332502,7529, 1839
333002,7551, 1840
333502,7582, 1842
334002,7595, 1844
334502,7618, 1845
335002,7644, 1845
335502,7676, 1845
336002,7703, 1845
336502,7726, 1845
337002,7758, 1845
337502,7781, 1845
338002,7797, 1853
338502,7821, 1858
339002,7847, 1861
339502,7876, 1865
340002,7905, 1869
340502,7930, 1872
341002,7953, 1873
341502,7974, 1876
342002,8003, 1877
342502,8025, 1877
343002,8055, 1878
343502,8077, 1880
344002,8103, 1882
344502,8133, 1884
345002,8162, 1885
345502,8189, 1885
346002,8223, 1886
346502,8247, 1888
347002,8273, 1891
347502,8301, 1895
348002,8326, 1896
348502,8351, 1905
349002,8375, 1909
349502,8399, 1914
350002,8413, 1917
350502,8426, 1920
351002,8443, 1923
351502,8462, 1924
352002,8484, 1925
352502,8509, 1925
353002,8537, 1925
353502,8560, 1926
354002,8579, 1929
354502,8600, 1929
355002,8629, 1930
355502,8661, 1932
356002,8692, 1933
356502,8729, 1933
357002,8766, 1934
357502,8796, 1937
358002,8827, 1939
358502,8859, 1939
359002,8891, 1941
359502,8916, 1945
360002,8947, 1950
360502,8969, 1952
361002,8994, 1953
361502,9022, 1957
362002,9046, 1962
362502,9075, 1963
363002,9109, 1967
363502,9133, 1970
364002,9157, 1970
364502,9187, 1971
365002,9211, 1973
365502,9242, 1973
366002,9270, 1977
366502,9291, 1980
367002,9320, 1980
367502,9347, 1980
368002,9369, 1981
368502,9393, 1981
369002,9430, 1981
369502,9461, 1985
370002,9488, 1991
370502,9510, 1998
371002,9542, 1999
371502,9576, 1999
372002,9603, 2001
372502,9633, 2004
373002,9652, 2004
373502,9682, 2005
374002,9708, 2005
374502,9741, 2005
375002,9771, 2006
375502,9793, 2006
376002,9829, 2007
376502,9864, 2010
377002,9892, 2017
377502,9921, 2022
378002,9953, 2025
378502,9988, 2031
379002,10015, 2035
379502,10046, 2036
380002,10073, 2037
380502,10093, 2038
381002,10124, 2039
381502,10151, 2041
382002,10174, 2043
382502,10203, 2044
383002,10226, 2044
383502,10262, 2046
384002,10296, 2049
384502,10328, 2050
385002,10348, 2053
385502,10369, 2059
386002,10406, 2060
386502,10426, 2068
387002,10448, 2077
387502,10480, 2078
388002,10504, 2078
388502,10531, 2080
389002,10560, 2081
389502,10590, 2081
390002,10621, 2083
390502,10643, 2084
391002,10667, 2088
