step, arrivals_sum, infringement_sum 
656002,59338, 5202
656502,59421, 5205
657002,59507, 5207
657502,59592, 5211
658002,59673, 5214
658502,59748, 5221
659002,59829, 5223
659502,59913, 5225
660002,59990, 5230
660502,60072, 5233
661002,60142, 5237
661502,60224, 5241
662002,60309, 5246
662502,60388, 5249
663002,60467, 5254
663502,60546, 5260
664002,60626, 5262
664502,60702, 5266
665002,60773, 5268
665502,60855, 5272
666002,60942, 5273
666502,61023, 5274
667002,61108, 5276
667502,61191, 5280
668002,61272, 5281
668502,61358, 5282
669002,61448, 5286
669502,61532, 5291
670002,61614, 5295
670502,61693, 5300
671002,61771, 5309
671502,61845, 5316
672002,61932, 5319
672502,62015, 5324
673002,62094, 5327
673502,62173, 5329
674002,62247, 5334
674502,62336, 5335
675002,62422, 5336
675502,62507, 5338
676002,62587, 5341
676502,62671, 5343
677002,62739, 5346
677502,62817, 5349
678002,62894, 5355
678502,62975, 5360
679002,63048, 5367
679502,63126, 5370
680002,63211, 5372
680502,63290, 5376
681002,63360, 5384
681502,63440, 5386
682002,63522, 5391
682502,63613, 5394
683002,63691, 5397
683502,63769, 5399
684002,63849, 5401
684502,63932, 5402
685002,64006, 5403
685502,64089, 5405
686002,64169, 5406
686502,64250, 5408
687002,64339, 5410
687502,64424, 5412
688002,64505, 5415
688502,64584, 5418
689002,64660, 5424
689502,64742, 5427
690002,64828, 5428
690502,64905, 5430
691002,64983, 5434
691502,65064, 5436
692002,65141, 5443
692502,65223, 5446
693002,65308, 5447
693502,65386, 5453
694002,65465, 5460
694502,65550, 5460
695002,65635, 5461
695502,65718, 5463
696002,65794, 5469
696502,65873, 5473
697002,65956, 5475
697502,66037, 5479
698002,66117, 5482
698502,66194, 5487
699002,66266, 5493
699502,66345, 5499
700002,66421, 5500
700502,66500, 5501
701002,66584, 5504
701502,66664, 5505
702002,66740, 5509
702502,66823, 5512
703002,66905, 5513
703502,66981, 5515
704002,67062, 5516
704502,67140, 5519
705002,67213, 5522
705502,67285, 5524
706002,67369, 5525
706502,67455, 5527
707002,67540, 5529
707502,67620, 5531
708002,67702, 5534
708502,67782, 5537
709002,67859, 5539
709502,67947, 5540
710002,68034, 5540
710502,68109, 5545
711002,68193, 5549
711502,68271, 5552
712002,68356, 5554
712502,68432, 5559
713002,68512, 5564
713502,68592, 5564
714002,68671, 5566
714502,68755, 5567
715002,68833, 5572
715502,68920, 5573
716002,68997, 5576
716502,69073, 5580
717002,69142, 5587
