step, arrivals_sum, infringement_sum 
521002,22062, 2820
521502,22112, 2820
522002,22161, 2820
522502,22215, 2821
523002,22245, 2824
523502,22282, 2824
524002,22316, 2825
524502,22346, 2826
525002,22390, 2828
525502,22425, 2829
526002,22474, 2833
526502,22514, 2834
527002,22556, 2834
527502,22597, 2835
528002,22646, 2838
528502,22692, 2839
529002,22742, 2843
529502,22795, 2847
530002,22840, 2849
530502,22879, 2852
531002,22915, 2856
531502,22954, 2861
532002,22995, 2864
532502,23033, 2865
533002,23072, 2865
533502,23122, 2867
534002,23160, 2867
534502,23196, 2868
535002,23227, 2869
535502,23261, 2869
536002,23299, 2871
536502,23335, 2875
537002,23374, 2879
537502,23416, 2882
538002,23463, 2883
538502,23500, 2884
539002,23543, 2886
539502,23583, 2886
540002,23620, 2887
540502,23655, 2888
541002,23685, 2889
541502,23720, 2892
542002,23754, 2894
542502,23781, 2895
543002,23813, 2898
543502,23848, 2899
544002,23881, 2901
544502,23914, 2902
545002,23947, 2905
545502,23990, 2909
546002,24033, 2912
546502,24062, 2915
547002,24087, 2919
547502,24121, 2921
548002,24146, 2923
548502,24177, 2924
549002,24203, 2924
549502,24234, 2924
550002,24269, 2925
550502,24295, 2927
551002,24325, 2928
551502,24353, 2931
552002,24377, 2931
552502,24406, 2931
553002,24446, 2931
553502,24484, 2932
554002,24513, 2934
554502,24560, 2935
555002,24606, 2935
555502,24642, 2937
556002,24669, 2940
556502,24697, 2940
557002,24725, 2941
557502,24751, 2943
558002,24784, 2943
558502,24830, 2945
559002,24876, 2945
559502,24921, 2946
560002,24961, 2947
560502,25008, 2948
561002,25051, 2952
561502,25099, 2953
562002,25138, 2958
562502,25185, 2962
563002,25234, 2967
563502,25277, 2970
564002,25317, 2971
564502,25353, 2975
565002,25394, 2977
565502,25430, 2979
566002,25464, 2983
566502,25502, 2987
567002,25551, 2990
567502,25593, 2990
568002,25630, 2995
568502,25673, 3001
569002,25720, 3004
569502,25777, 3007
570002,25825, 3010
570502,25860, 3014
571002,25889, 3014
571502,25931, 3015
572002,25973, 3018
572502,26020, 3019
573002,26062, 3022
573502,26103, 3023
574002,26154, 3023
574502,26193, 3027
575002,26241, 3028
575502,26281, 3030
576002,26316, 3034
576502,26360, 3035
577002,26412, 3039
577502,26456, 3041
578002,26497, 3043
578502,26538, 3046
579002,26583, 3047
579502,26626, 3047
580002,26674, 3047
580502,26718, 3050
581002,26755, 3053
581502,26799, 3055
582002,26849, 3056
582502,26894, 3058
583002,26929, 3058
583502,26966, 3062
584002,27008, 3063
584502,27057, 3064
585002,27101, 3068
585502,27137, 3071
586002,27184, 3072
586502,27223, 3076
587002,27260, 3080
587502,27295, 3085
588002,27336, 3087
588502,27368, 3090
589002,27401, 3091
589502,27430, 3095
590002,27470, 3099
590502,27508, 3102
591002,27542, 3105
591502,27576, 3106
592002,27615, 3108
592502,27653, 3110
593002,27684, 3111
593502,27720, 3113
594002,27755, 3115
594502,27790, 3118
595002,27831, 3120
595502,27870, 3121
596002,27917, 3123
596502,27957, 3125
597002,27993, 3128
597502,28037, 3128
598002,28083, 3131
598502,28130, 3131
599002,28171, 3134
599502,28213, 3136
600002,28260, 3137
600502,28301, 3142
601002,28339, 3144
601502,28379, 3147
602002,28423, 3149
602502,28468, 3152
603002,28512, 3153
603502,28552, 3156
604002,28602, 3158
604502,28649, 3165
605002,28699, 3168
605502,28737, 3172
606002,28788, 3173
606502,28832, 3175
607002,28882, 3177
607502,28921, 3178
608002,28966, 3178
608502,29007, 3182
609002,29044, 3187
609502,29091, 3191
610002,29133, 3193
610502,29173, 3199
611002,29214, 3203
611502,29259, 3205
612002,29301, 3210
612502,29339, 3213
613002,29376, 3213
613502,29424, 3215
614002,29463, 3217
614502,29505, 3218
615002,29552, 3219
615502,29599, 3220
616002,29645, 3222
616502,29686, 3227
617002,29735, 3227
617502,29773, 3230
618002,29816, 3232
618502,29863, 3236
619002,29899, 3237
619502,29943, 3241
620002,29989, 3241
620502,30031, 3247
621002,30075, 3248
621502,30116, 3250
622002,30163, 3251
622502,30202, 3255
623002,30252, 3257
623502,30310, 3259
624002,30358, 3261
624502,30404, 3263
625002,30441, 3269
625502,30486, 3274
626002,30532, 3276
626502,30577, 3282
627002,30627, 3285
627502,30678, 3285
628002,30730, 3287
628502,30772, 3287
629002,30818, 3288
629502,30872, 3291
630002,30918, 3294
630502,30972, 3299
631002,31015, 3302
631502,31062, 3302
632002,31107, 3307
632502,31156, 3308
633002,31200, 3311
633502,31250, 3316
634002,31294, 3317
634502,31349, 3317
635002,31405, 3318
635502,31457, 3320
636002,31501, 3322
636502,31549, 3328
637002,31603, 3329
637502,31654, 3334
638002,31700, 3338
638502,31749, 3341
639002,31788, 3346
639502,31839, 3349
640002,31886, 3351
640502,31935, 3351
641002,31981, 3354
641502,32028, 3356
642002,32076, 3358
642502,32127, 3358
643002,32178, 3360
643502,32228, 3362
644002,32277, 3364
644502,32326, 3367
645002,32385, 3367
645502,32432, 3375
646002,32485, 3377
646502,32541, 3378
647002,32587, 3379
647502,32619, 3383
648002,32661, 3383
648502,32708, 3384
649002,32744, 3385
649502,32772, 3389
650002,32809, 3392
650502,32848, 3393
651002,32885, 3395
651502,32936, 3398
652002,32995, 3398
652502,33046, 3398
653002,33085, 3400
653502,33135, 3402
654002,33190, 3404
654502,33249, 3406
655002,33298, 3410
655502,33355, 3411
656002,33406, 3414
656502,33468, 3417
657002,33515, 3421
657502,33563, 3425
658002,33615, 3427
658502,33668, 3428
659002,33721, 3430
659502,33768, 3431
660002,33814, 3433
660502,33870, 3433
661002,33917, 3436
661502,33961, 3439
662002,34009, 3446
662502,34059, 3448
663002,34111, 3449
663502,34157, 3451
664002,34206, 3452
664502,34253, 3452
665002,34311, 3453
665502,34359, 3454
666002,34400, 3458
666502,34442, 3460
667002,34499, 3461
667502,34546, 3464
668002,34596, 3468
668502,34647, 3469
669002,34700, 3472
669502,34752, 3476
670002,34797, 3481
670502,34851, 3483
671002,34905, 3486
671502,34955, 3491
672002,35007, 3494
672502,35053, 3496
673002,35101, 3500
673502,35151, 3501
674002,35200, 3502
