,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.153231143951416,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1291675567626953,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1049251556396484,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0809326171875,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.056645631790161,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.032536268234253,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.21349835395813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0082712173461914,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.192281723022461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9839861392974854,,,,,,,,,,,,,3.0568222999572754,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.1699743270874023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9597508907318115,,,,,,,,,,,,,3.0364720821380615,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.1480510234832764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8330750465393066,,,2.9354450702667236,,,,,,,,,,,,,3.013286828994751,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.125981330871582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.816431999206543,,,2.911161184310913,,,,,,,,,,,,,2.992960214614868,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.1035983562469482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7921409606933594,,,2.8868634700775146,,,,,,,,,,,,,2.9691572189331055,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.0810811519622803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.775615692138672,,,2.8626015186309814,,,,,,,,,,,,,2.9488682746887207,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.0584330558776855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9067635536193848,,2.751331090927124,,,2.8382959365844727,,,,,,,,,,,,,2.925051212310791,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.0355136394500732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8825747966766357,,2.7349278926849365,,,2.8139989376068115,,,,,,,,,,,,,2.904801607131958,,,
,,,,,,,,,,,,,,,,,,,,,,,,3.012615919113159,,,,2.837294101715088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.858349561691284,,2.710650682449341,,,2.789738178253174,,,,,,,,,,,,,2.8809702396392822,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.9895997047424316,,,,2.813208818435669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8341257572174072,,2.6943743228912354,,,2.7654337882995605,,,,,,,,,,,,,2.860079765319824,,,
,,,,,,,,,,,,,,,,,,,,,,,,2.966603994369507,,,,2.788905143737793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8098714351654053,,2.6701059341430664,,,2.7411515712738037,,,,,,,,,,,,,2.8365163803100586,,,
,,,,,,,,,,,,,,,2.916590452194214,,,,,,,,,2.9434940814971924,2.5663411617279053,,,2.7647695541381836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7856180667877197,,2.653960704803467,,,2.7168471813201904,,,,,,,,,,,,,2.8156540393829346,,,
,,,,,,,,,,,,,,,2.894019365310669,,,,,,,,,2.920152425765991,2.5423271656036377,,,2.740476608276367,,,,,,,,,2.6128170490264893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7613656520843506,,2.6297030448913574,,,2.692565441131592,,,,,,,,,,,,,2.79207706451416,,2.684539318084717,
,,,,,,,,,,,,,,,2.873635768890381,,,,,,,,,2.89682674407959,2.5180537700653076,,,2.7161834239959717,,,,,,,,,2.593276023864746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9923791885375977,,,,,,,2.737072467803955,,2.613693952560425,,,2.668592691421509,,,,,,,,,,,,,2.7710280418395996,,2.660449743270874,
,,,,,,,,,2.9905805587768555,,,,,,2.8522238731384277,,,,,,,,,2.873399019241333,2.4942805767059326,,,2.691880464553833,,,,,,,,,2.569230079650879,,,,,,,,,,,,2.922121286392212,,,,,,,,,,,,,,,,,,,,,,,2.970595121383667,,,,,,,2.712779998779297,,2.5894484519958496,2.2060742378234863,,2.6443097591400146,,,,,,,,,,,,,2.747544050216675,,2.6362268924713135,
,,,,,,,,,2.96646785736084,,,,,,2.8308587074279785,,,,,,,,,2.8498756885528564,2.47001051902771,,,2.6675777435302734,,,,,,,,,2.5494983196258545,,,,,,,,,,,,2.8994994163513184,,,,,,,,,,,,,,,,,,,,,,,2.9463999271392822,,,,,,,2.6884875297546387,,2.5735809803009033,2.1912572383880615,,2.620274543762207,,,,,2.6230804920196533,,,,,,,,2.7265212535858154,,2.6121439933776855,
,,,,,,,,,2.9423584938049316,,,,,3.0182242393493652,2.809145450592041,,,,,,,,,2.826261281967163,2.4463441371917725,,,2.6432723999023438,,,,,,,,,2.5255022048950195,,,2.56109619140625,,,,,,,,,2.8760886192321777,,,,,,,,,,,,,,,,,,,,,,,2.92466402053833,,,,2.719244956970215,,,2.664182424545288,,2.549349546432495,2.176394462585449,,2.5960118770599365,,,,,2.5988292694091797,,,,,,,,2.703023672103882,,2.5880651473999023,
