step, arrivals_sum, infringement_sum, reward 
366002,6422, 2286, -52390.849452227354
366502,6457, 2288, -58232.694148123264
367002,6483, 2289, -53535.448507368565
367502,6501, 2292, -44752.82641941309
368002,6515, 2294, -56225.872302532196
368502,6543, 2294, -55205.203022778034
369002,6570, 2296, -62795.08524662256
369502,6596, 2297, -58795.51800125837
370002,6615, 2299, -60054.88456749916
370502,6642, 2303, -58754.15656119585
371002,6671, 2307, -47818.57675409317
371502,6704, 2307, -45969.02241671085
372002,6746, 2310, -51182.10295909643
372502,6777, 2314, -63854.36397892237
373002,6810, 2317, -56070.30482596159
373502,6834, 2319, -56934.4682841301
374002,6866, 2320, -62175.39561295509
374502,6898, 2322, -57807.00138950348
375002,6921, 2328, -59331.16427373886
375502,6947, 2331, -52770.13193458319
376002,6974, 2336, -59521.594136714935
376502,7009, 2336, -51526.92981672287
377002,7037, 2337, -53945.60065096617
377502,7067, 2339, -57655.88866776228
378002,7099, 2342, -60117.74511152506
378502,7130, 2347, -80534.49229049683
379002,7160, 2350, -50925.661337673664
379502,7184, 2358, -63770.7805994153
380002,7215, 2361, -56503.01719623804
