step, arrivals_sum, infringement_sum, reward ,arr,inf
408502,29985,102046,-305955.340728135,0.0734023334035084,0.249805386509736
409002,30081,102299,-424792.650061727,0.0735473176170288,0.250118581327231
409502,30168,102474,-342751.377486752,0.073669969865837,0.250240536065758
410002,30264,102649,-328310.384209154,0.0738142740767118,0.250362193355154
410502,30357,102812,-305180.825599587,0.0739509186313343,0.250454321781623
411002,30452,102963,-301518.451831501,0.074092096875441,0.250517029114213
411502,30550,103138,-332136.692444349,0.0742402224047514,0.250637906984656
412002,30644,103265,-283307.971084485,0.0743782797170888,0.25064198717482
412502,30742,103494,-389514.290969051,0.0745256992693369,0.250893329002041
413002,30835,103720,-392986.863860941,0.0746606553963419,0.251136798369015
413502,30924,103823,-260735.91998957,0.0747856116778153,0.251082219674875
414002,31020,104006,-345742.889964587,0.0749271742648586,0.251221008594161
414502,31118,104122,-266670.168924194,0.075073220394594,0.251197822929684
415002,31210,104271,-296268.921130579,0.0752044568459911,0.25125421082308
415502,31304,104435,-322607.012692136,0.0753401909016082,0.251346563915456
416002,31397,104664,-389137.694561123,0.0754731948404094,0.251594944255076
416502,31497,105009,-525608.421336348,0.075622686085541,0.252121238313381
417002,31590,105237,-392946.145254984,0.0757550323499648,0.252365696087789
417502,31685,105403,-328675.885560403,0.0758918520150802,0.252461066054773
418002,31785,105620,-372416.663842358,0.0760403060272439,0.252678216850637
418502,31878,105712,-245226.151937247,0.0761716789883919,0.252596164414985
419002,31975,105913,-364264.881882268,0.0763122849055613,0.252774449763963
419502,32069,106119,-363453.508755393,0.0764454043127327,0.252964229014403
420002,32167,106234,-269124.583801179,0.0765877305346165,0.252936890776711
420502,32268,106363,-274591.813733858,0.0767368526190125,0.252942911091981
421002,32366,106477,-267865.971006852,0.0768784946389803,0.252913287822861
421502,32460,106632,-306429.162927097,0.0770103107458565,0.252981006021324
422002,32555,106797,-319637.052090583,0.077144184150786,0.253072260321041
422502,32659,107058,-425321.197182387,0.0772990423713971,0.253390516494596
423002,32756,107206,-296842.61472249,0.0774369861135408,0.253440882076208
423502,32850,107379,-340650.111612648,0.0775675203422888,0.253550160329821
424002,32942,107598,-391144.326477475,0.0776930297498597,0.253767670907213
424502,33038,107745,-307533.410199993,0.0778276663007477,0.253815058586296
425002,33135,107930,-350045.306745183,0.0779643389913459,0.25395174610943
425502,33222,108042,-273430.995902471,0.0780771888263745,0.253916550333488
426002,33320,108199,-321475.903565481,0.0782155952319473,0.253987070483237
426502,33415,108317,-268846.357455908,0.0783466431575936,0.253965983746852
427002,33504,108468,-312565.459448286,0.0784633327244369,0.254022229404078
427502,33603,108579,-261116.319225939,0.0786031410379367,0.253984776679407
428002,33700,108742,-319887.542927878,0.0787379498226644,0.254068906220064
428502,33800,108895,-303393.055683276,0.0788794451367788,0.254129502312708
429002,33898,109066,-330794.360979769,0.0790159486435961,0.254231915002727
429502,33991,109196,-293224.72393245,0.0791404929429898,0.254238629855041
430002,34084,109378,-337706.110685591,0.0792647476058251,0.254366258761587
430502,34181,109517,-292268.78866789,0.0793980051196046,0.254393707810881
431002,34282,109609,-231028.044408988,0.0795402341520457,0.254312044955708
431502,34380,109762,-303201.338145381,0.0796751811115592,0.254371938021145
432002,34478,109874,-259372.106744584,0.0798098156952977,0.254336785477845
432502,34582,109985,-252635.018607742,0.0799580117548589,0.25429940208369
433002,34676,110124,-288748.662627544,0.0800827709802726,0.254326769853257
433502,34777,110269,-301509.787656449,0.080223389972826,0.2543679152576
434002,34876,110405,-286506.186580856,0.0803590766862826,0.254388228625675
434502,34974,110506,-247007.2082407,0.0804921496333734,0.254327943254576
435002,35076,110636,-277517.218538235,0.0806341120270711,0.254334462830056
435502,35169,110772,-293704.273800982,0.0807550826402634,0.254354744639519
436002,35261,110901,-293791.990052507,0.0808734822317329,0.25435892495906
436502,35361,111093,-346475.222303216,0.0810099380987945,0.254507424937343
437002,35456,111222,-284520.135869802,0.0811346401160635,0.254511421000362
437502,35555,111457,-396369.068387232,0.0812681999168004,0.254757692536263
438002,35650,111553,-244098.500832626,0.0813923224094867,0.254686051661865
438502,35746,111727,-332072.171260416,0.0815184423332163,0.254792452485964
439002,35842,111849,-275462.657934448,0.0816442749691345,0.25478016045485
439502,35940,112085,-404063.416708739,0.0817743719027445,0.255027280876993
440002,36037,112209,-272053.60845309,0.0819019004459071,0.255019295366839
440502,36135,112340,-281596.363245391,0.0820314096190256,0.255027218945657
441002,36231,112484,-298463.844915105,0.0821560899950567,0.25506460288162
441502,36328,112634,-307986.869974347,0.0822827529660115,0.255115492115551
442002,36423,112767,-282106.898576516,0.082404604504052,0.255127804851562
442502,36525,112878,-251697.519363973,0.0825419998101703,0.255090372472893
443002,36623,113054,-331371.575036276,0.0826700556656629,0.255199750791193
443502,36716,113197,-301109.448633797,0.0827865488768934,0.255234474703609
444002,36812,113368,-324626.378863054,0.0829095364435295,0.255332183188364
444502,36907,113443,-218586.290146122,0.0830299976153088,0.255213699825873
445002,37006,113592,-303419.462592769,0.0831591768126885,0.255261774104386
445502,37099,113728,-291632.764027361,0.0832745980938357,0.2552805599077
446002,37196,113852,-284371.815960613,0.0833987291536809,0.255272397881624
446502,37292,114059,-368461.253982397,0.0835203425740534,0.255450143560387
447002,37391,114172,-258421.344940025,0.0836483953091932,0.255417201712744
447502,37491,114354,-338664.770557637,0.0837783965211329,0.255538522732859
448002,37590,114590,-393879.008370384,0.083905875420199,0.255780108124517
448502,37687,114731,-302611.550834927,0.0840286107977222,0.25580933864286
449002,37783,114867,-289729.308844407,0.0841488456621574,0.255827368252257
449502,37881,115026,-310524.92573092,0.0842732624104008,0.255896525488207
450002,37982,115268,-407819.8206152,0.0844040693152475,0.256149972666788
450502,38075,115439,-330968.569698618,0.0845168278942158,0.256245255292984
451002,38171,115592,-304773.598439771,0.0846359883104731,0.256300415519222
451502,38269,115744,-307752.265329502,0.0847593144659381,0.256353238745343
452002,38362,115887,-290771.017741143,0.0848713058791775,0.256386033690116
452502,38459,116047,-311958.976944496,0.0849918895386098,0.256456325054917
453002,38559,116239,-353003.407107295,0.0851188294974415,0.256597101116551
453502,38657,116428,-341432.097508207,0.085241079421921,0.25673095157243
454002,38757,116569,-291146.412038295,0.0853674653415624,0.256758780798322
454502,38853,116719,-311188.612439238,0.0854847723442361,0.256806350687126
455002,38951,116846,-277751.340899348,0.0856062171155292,0.256803266798827
455502,39038,116958,-263161.534176387,0.0857032460889305,0.256767258980202
456002,39142,117109,-298229.669015536,0.0858373428186719,0.256816856066421
456502,39231,117243,-293900.428400367,0.0859382872364196,0.256829104801293
457002,39330,117363,-266262.153351502,0.0860608925125054,0.256810692294563
457502,39427,117559,-355349.987320715,0.0861788582344995,0.256958439525947
458002,39526,117646,-229572.118655476,0.0863009331836979,0.256867873939415
458502,39620,117820,-333869.275828806,0.0864118368076911,0.256967254232261
459002,39716,117940,-268586.973446425,0.0865268560921303,0.256948771465048
459502,39821,118059,-249606.357912153,0.0866612114854778,0.256928152652219
460002,39919,118194,-288775.347661535,0.086780057478011,0.256942361120169
460502,40018,118337,-293502.381906456,0.0869008169345627,0.256973911079648
461002,40121,118464,-271599.148691777,0.0870299911930968,0.256970685593555
461502,40217,118565,-259733.674830582,0.0871437176870306,0.256911129312549
462002,40312,118691,-273158.601820689,0.0872550335279934,0.256905814260544
462502,40408,118811,-268379.357714349,0.0873682708399099,0.25688753778362
463002,40506,119044,-395720.87617384,0.0874855832156233,0.257113360201468
463502,40608,119199,-305216.202381595,0.0876112724432689,0.257170411346661
464002,40704,119335,-286561.307572782,0.0877237598113801,0.257186391437968
464502,40803,119443,-253896.089245507,0.0878424635415994,0.25714205751536
465002,40902,119560,-268481.040092859,0.0879609119960774,0.257117173689576
465502,41003,119677,-263403.051640761,0.0880834024343612,0.257092343319685
466002,41101,119820,-288796.990950797,0.0881991922781447,0.257123359985579
466502,41199,119950,-284413.07477209,0.0883147339132522,0.257126443187811
467002,41293,120060,-259501.648275418,0.0884214628631141,0.257086693418872
467502,41389,120142,-232546.052260486,0.0885322415732981,0.256987135883911
468002,41490,120327,-337471.073868573,0.0886534672928748,0.257107875607369
468502,41584,120509,-346255.713074749,0.0887594930224417,0.257221954228584
469002,41679,120597,-240867.6875724,0.0888674248723886,0.257135364028298
469502,41776,120755,-314722.456606094,0.0889793866692794,0.257198052404463
470002,41876,120910,-309263.273082779,0.0890974932021566,0.257254224450109
470502,41974,121017,-263579.86827958,0.0892110979336963,0.257208258413354
471002,42076,121142,-270460.030154793,0.0893329540001953,0.257200606366852
471502,42171,121216,-219452.736210306,0.0894397054519387,0.257084805578767
472002,42272,121348,-287149.431595928,0.0895589425468536,0.257092130965547
472502,42366,121519,-330370.40241191,0.0896631125370898,0.257181980182094
473002,42458,121668,-315038.175746164,0.0897628339837886,0.257225128012144
473502,42562,121750,-219393.80806687,0.0898876879083932,0.257126685842932
474002,42664,121903,-305177.904675598,0.0900080590377256,0.257178239754263
474502,42761,122031,-290130.678731094,0.0901176391248088,0.257176998200218
475002,42857,122155,-280082.391683063,0.0902248832636494,0.257167338242786
475502,42961,122296,-285631.554653453,0.0903487261883231,0.25719345029043
476002,43058,122494,-364141.855280203,0.0904576031193146,0.25733925487708
476502,43154,122668,-330591.551988321,0.0905641529311524,0.257434386424401
477002,43251,122815,-304205.130725107,0.0906725757963279,0.257472714999099
477502,43346,122912,-250110.887300509,0.0907765831347303,0.257406251701564
478002,43444,123047,-285058.948198137,0.0908866490098368,0.257419425023326
478502,43545,123176,-276659.722900758,0.0910027544294486,0.257420031682208
479002,43645,123293,-270382.922636019,0.0911165297848443,0.257395584987119
479502,43740,123473,-344827.557176093,0.091219640376891,0.25750257558884
480002,43838,123583,-261026.089541319,0.0913287861300578,0.257463510568706
480502,43935,123733,-308125.846503379,0.091435623577009,0.257507773120611
481002,44035,123835,-240467.997101713,0.0915484758899131,0.257452151966104
481502,44136,123936,-247804.648771036,0.0916631706618041,0.257394569492962
482002,44233,124032,-247700.57662542,0.091769328757972,0.257326733084095
482502,44326,124207,-343988.677089171,0.091866976717195,0.257422767159514
483002,44431,124290,-217381.758974769,0.0919892671251879,0.257328127005685
483502,44527,124384,-241320.866484827,0.0920926904128628,0.257256433272251
484002,44623,124513,-287676.025992104,0.0921959000169421,0.257257201416523
484502,44723,124627,-265819.321957472,0.0923071524988545,0.257227008350843
485002,44819,124722,-243604.794378257,0.0924099282064816,0.257157702442464
485502,44919,124857,-291467.905443904,0.0925207311195423,0.257170928235105
486002,45010,124920,-215102.750112761,0.0926127876016971,0.257035979275805
486502,45107,125005,-232600.555858478,0.0927169878027223,0.256946528482925
487002,45209,125243,-404388.240267857,0.0928312409394623,0.257171428454093
487502,45308,125403,-327054.568468678,0.0929391058908476,0.257235867750286
488002,45404,125499,-245547.679202159,0.0930406022926136,0.257169027995787
488502,45500,125644,-299032.735865968,0.093141890923681,0.25720263171901
489002,45596,125773,-276688.017996497,0.0932429724213807,0.257203447020667
489502,45697,125824,-194158.159078701,0.0933540618833018,0.257044915036098
490002,45792,125943,-272313.954553063,0.0934526797849805,0.257025481528647
490502,45891,126105,-314921.212286906,0.0935592515422975,0.257093752930671
491002,45985,126253,-303474.456636838,0.093655422992167,0.25713337216549
491502,46082,126382,-290125.298228129,0.093757502512706,0.257134253777197
492002,46184,126538,-308261.490776366,0.0938695371157028,0.257190011422718
492502,46277,126723,-349412.735507738,0.0939630702007302,0.257304538864817
493002,46376,126840,-270539.598787564,0.0940685839002681,0.257280903525746
493502,46471,127003,-326247.104077564,0.0941657784568249,0.257350527454803
494002,46568,127094,-235116.23933541,0.0942668248306687,0.257274262047522
494502,46670,127173,-222983.814289084,0.0943777780474093,0.25717388402878
495002,46769,127300,-276219.427911506,0.0944824465355696,0.25717067809827
495502,46870,127412,-259636.865043129,0.0945909400971136,0.257137206307946
496002,46970,127554,-300497.398155657,0.0946971988016177,0.25716428562788
496502,47062,127686,-290061.546625217,0.0947871307668449,0.257171169501835
497002,47160,127867,-346473.101421436,0.0948889541691985,0.257276630677543
497502,47257,127933,-213580.813651883,0.0949885628600488,0.257150725022211
498002,47358,128083,-304951.933636816,0.0950960036305075,0.257193746209855
498502,47456,128196,-272465.560619101,0.0951972108436877,0.257162458726344
499002,47553,128346,-300704.398469445,0.0952962112376303,0.257205381942357
499502,47646,128471,-278624.403227026,0.0953870054574356,0.257198169376699
500002,47746,128549,-222961.909358468,0.0954916180335279,0.257096971612114
500502,47841,128618,-214327.107356295,0.0955860316242493,0.25697799409393
501002,47937,128733,-265146.392343733,0.095682252765458,0.256951070055609
501502,48044,128896,-307498.321914368,0.0958002161506833,0.2570199121838
502002,48142,129045,-310193.922965494,0.0959000163345963,0.257060728841718
502502,48239,129196,-309454.258589164,0.0959976278701378,0.25710544435644
503002,48338,129365,-327779.29901772,0.0960990214750637,0.257185856119856
503502,48432,129476,-269543.988220866,0.0961902832560745,0.2571509149914
504002,48526,129559,-230909.05101764,0.0962813639628414,0.257060487855207
504502,48625,129752,-350286.709980815,0.0963821748972254,0.257188276756088
505002,48727,129844,-239458.230357467,0.0964887267773197,0.257115813402719
505502,48828,129961,-265038.097170962,0.096593089641584,0.257092949187145
506002,48925,130175,-380186.221564726,0.0966893411488492,0.257261829004628
506502,49022,130325,-309513.738446986,0.0967854026242739,0.257304018542869
507002,49119,130425,-247930.477470092,0.0968812746300804,0.257247505926998
507502,49219,130554,-279569.390421575,0.0969828690330284,0.257248247297548
508002,49316,130641,-238317.714636151,0.0970783579592206,0.257166310368857
508502,49414,130866,-388701.299931467,0.097175625661256,0.257355919937385
509002,49516,131018,-308538.766652381,0.0972805607836511,0.257401739089434
509502,49610,131231,-375228.828061112,0.0973695883431272,0.25756719306303
510002,49707,131344,-263927.972842637,0.0974643236693189,0.257536244955902
510502,49806,131413,-216869.339890953,0.0975627911350004,0.257419167799538
511002,49910,131550,-290705.011546141,0.0976708506033244,0.257435391642303
511502,50011,131618,-217290.182248354,0.0977728337328104,0.257316686933775
512002,50107,131715,-251979.129554184,0.0978648520904215,0.257254854473225
512502,50204,131903,-347281.029698963,0.0979586421126161,0.257370702943598
513002,50304,131980,-225006.481456719,0.098058097239387,0.257269952163929
513502,50396,132088,-256323.472516089,0.0981417793893695,0.257229767362152
514002,50500,132217,-279545.864030859,0.0982486449469068,0.257230516612776
514502,50597,132397,-338851.159913212,0.0983416974083677,0.257330389386241
515002,50689,132559,-322541.399669394,0.0984248604859787,0.257395116912167
515502,50789,132691,-284067.213205865,0.0985233810926049,0.257401523175468
516002,50893,132820,-276343.767394812,0.0986294626765013,0.257402103092624
516502,50990,132944,-280874.048971294,0.0987217861692694,0.257393001382376
517002,51091,133092,-300805.38026496,0.0988216680012843,0.257430338760778
517502,51191,133208,-266196.804828525,0.0989194244659924,0.257405768480122
518002,51293,133302,-240141.229695241,0.099020853201339,0.257338774753765
518502,51393,133412,-260888.236696095,0.0991182290521541,0.257302768359621
519002,51492,133502,-238089.262819182,0.0992134905067803,0.257228295844717
519502,51592,133653,-302453.050153766,0.0993104935110933,0.257271386828155
520002,51693,133753,-241368.078591539,0.0994092330414114,0.257216318398775
520502,51792,133899,-311674.599306505,0.0995039404267419,0.257249731989502
521002,51890,133968,-215142.446679394,0.0995965466543315,0.25713528930791
521502,51988,134105,-292057.996780711,0.0996889753059432,0.257151458671299
522002,52089,134190,-222778.072997048,0.0997869739962682,0.25706798058245
522502,52193,134288,-247930.605208262,0.0998905267348259,0.257009542547206
523002,52289,134465,-343068.278885079,0.0999785851679343,0.257102267295345
523502,52380,134548,-245869.837503421,0.100056924328847,0.257015254956046
524002,52481,134677,-287484.312795662,0.100154197884741,0.257016194594677
524502,52578,134752,-222219.680007506,0.100243659700058,0.256914177638979
525002,52676,134821,-214261.342030035,0.100334855867216,0.256800926472661
525502,52774,134943,-275704.183447637,0.100425878493326,0.256788746760241
526002,52876,135021,-217751.242453389,0.1005243326071,0.256692940331025
526502,52977,135132,-260215.076967257,0.1006207003962,0.256659993694231
527002,53078,135236,-257841.698866445,0.100716885324913,0.256613826892498
527502,53176,135318,-223598.503488079,0.100807200730992,0.256526041607425
528002,53280,135404,-229413.490910316,0.100908708679134,0.256445998310612
528502,53377,135562,-306735.691380277,0.100996779576993,0.256502340577708
529002,53476,135647,-232467.921084774,0.101088464693895,0.256420580640527
529502,53573,135729,-228718.918776531,0.101176199523326,0.256333309411485
530002,53672,135857,-281879.544628259,0.101267542386633,0.25633299496983
530502,53773,135981,-274596.00761552,0.101362483082062,0.256325141092776
531002,53871,136074,-236872.333618879,0.101451595285893,0.256258921811971
531502,53971,136179,-261294.10781613,0.101544302749566,0.256215404645702
532002,54073,136244,-208270.808591959,0.101640595336108,0.256096781591047
532502,54170,136386,-294180.108236551,0.101727317456085,0.256122981697721
533002,54268,136477,-240332.273172423,0.101815753036574,0.256053448204697
533502,54371,136620,-293792.172255697,0.101913394888866,0.256081514221128
534002,54474,136773,-302307.16299442,0.102010853891933,0.256128254201295
534502,54573,136953,-339191.93783999,0.102100646957355,0.256225421046133
535002,54676,137049,-242230.03635766,0.102197748793462,0.256165397512533
535502,54774,137160,-257416.428832581,0.102285332267667,0.256133497167144
536002,54874,137305,-300204.913607958,0.102376483669837,0.256165088936235
536502,54976,137404,-251515.749715422,0.102471193024444,0.256110881226911
537002,55079,137485,-227092.741582751,0.102567588202651,0.256023255034432
537502,55177,137582,-246028.818784521,0.102654501750691,0.255965559197919
538002,55281,137646,-211588.839968491,0.102752406124884,0.255846632540399
538502,55381,137770,-272320.04296328,0.102842700677063,0.255839346929074
539002,55487,137859,-229053.062617217,0.102943959391616,0.255767140010612
539502,55588,137955,-252044.838074817,0.103035762610704,0.255708041860827
540002,55688,138086,-285239.500854229,0.103125543979467,0.255713867726416
540502,55788,138205,-268827.697288989,0.103215159240854,0.255697481230412
541002,55889,138316,-258175.216516676,0.103306457277422,0.25566633764755
541502,55994,138441,-276343.469916492,0.103404973573505,0.255661105591484
542002,56093,138499,-198325.615742645,0.103492238036022,0.255532267408607
542502,56197,138589,-240333.947984208,0.103588558198864,0.255462652672248
543002,56297,138670,-228747.304298268,0.103677334521788,0.255376591614764
543502,56394,138744,-222604.259055636,0.103760427744516,0.255277809465283
544002,56495,138830,-230212.965166603,0.103850721137055,0.255201267642398
544502,56596,138928,-250134.050458231,0.103940848702117,0.255146904878219
545002,56697,139057,-279618.67912789,0.104030810896107,0.255149522387074
545502,56797,139132,-214372.936858901,0.104118774999908,0.255053143709831
546002,56897,139233,-253622.095163424,0.104206577997883,0.255004560422856
546502,56996,139334,-251076.839979578,0.104292390512752,0.254956066034525
547002,57091,139455,-275802.908173053,0.104370733562217,0.254944223238672
547502,57191,139533,-221502.220506005,0.104458065906609,0.25485386354753
548002,57299,139590,-192249.615201374,0.104559837372856,0.254725347717709
548502,57400,139672,-225048.077907932,0.104648661262858,0.254642644876409
549002,57500,139769,-249846.865592104,0.10473550187431,0.254587414982095
549502,57596,139881,-265314.293056041,0.104814905132283,0.254559583040644
550002,57697,139989,-254523.922522391,0.104903254897255,0.254524529001713
550502,57794,140119,-290499.93835064,0.104984178077464,0.25452950216348
551002,57887,140271,-310012.065782093,0.1050576948904,0.25457439355937
551502,57991,140350,-226269.743521631,0.10515102393101,0.254486837763054
552002,58087,140420,-221034.694497709,0.105229691196771,0.254383136292984
552502,58188,140547,-281341.918007566,0.105317265819852,0.254382789564563
553002,58286,140609,-209247.171728596,0.105399257145544,0.254264903201073
553502,58377,140729,-279804.156099176,0.105468453591857,0.254252017156216
554002,58481,140874,-293580.363843468,0.105560990754546,0.254284280562164
554502,58580,140946,-215667.764788309,0.105644343933836,0.254184836123224
555002,58679,141070,-281155.267318506,0.105727546927759,0.254179264218868
555502,58779,141279,-371839.826834713,0.10581240031539,0.254326717095528
556002,58881,141425,-303978.50516541,0.105900698198927,0.254360595825195
556502,58981,141586,-315093.884556071,0.105985243539107,0.254421367757888
557002,59082,141693,-247588.649140982,0.106071432418555,0.254385082997907
557502,59185,141793,-246774.631897162,0.106161054130748,0.254336307313696
558002,59281,141922,-290039.97187371,0.106237970473224,0.25433959018068
558502,59378,142030,-260074.695528398,0.106316539600574,0.254305266588123
559002,59479,142132,-245795.755891188,0.106402123784888,0.25426027098293
559502,59582,142275,-296574.142691902,0.10649112961169,0.254288635250634
560002,59678,142402,-282185.860442491,0.106567476544727,0.254288377541509
560502,59783,142505,-250849.818456116,0.106659744300645,0.254245301533268
561002,59876,142644,-294758.516740736,0.106730457288922,0.254266473203304
561502,59974,142747,-259704.045624136,0.106809949029567,0.254223493415874
562002,60070,142930,-349867.150595209,0.10688574062014,0.254322938352533
562502,60167,143076,-304809.625749851,0.106963175242044,0.254356428954919
563002,60274,143132,-198643.726915512,0.107058234251388,0.254230002735337
563502,60377,143253,-266360.830576385,0.107146026101061,0.254219150952437
564002,60479,143367,-260755.033212681,0.10723188924862,0.254195907106712
564502,60582,143520,-308731.361191041,0.107319371764848,0.254241791880277
565002,60681,143684,-323800.718203597,0.107399619824355,0.254307064399772
565502,60786,143775,-233613.336697808,0.107490336020032,0.254243132650282
566002,60889,143880,-245563.813160377,0.107577358383893,0.254204048748944
566502,60987,144008,-284340.389141134,0.107655401040067,0.254205633872431
567002,61086,144125,-270030.394923422,0.107735069717567,0.254187815915993
567502,61184,144200,-215720.445839265,0.1078128359019,0.254096020806975
568002,61286,144281,-224481.985473472,0.107897507403143,0.254014950651582
568502,61388,144378,-241082.18462968,0.107982029966473,0.253962167239517
569002,61487,144571,-356969.45259443,0.10806113159532,0.254078193046773
569502,61585,144647,-217875.209884217,0.108138338407942,0.25398857247209
570002,61682,144757,-268023.908529909,0.108213655390683,0.253958758039445
570502,61781,144860,-251051.298297655,0.108292346039102,0.253916725971162
571002,61884,144917,-202321.435858567,0.108377904105415,0.253794207375806
571502,61980,145122,-376153.077846249,0.108451064038271,0.25393086988322
572002,62081,145233,-258003.133456658,0.108532837297772,0.253902958381264
572502,62185,145304,-206970.490922383,0.10861970787875,0.253805226881303
573002,62283,145404,-245355.643263566,0.108695955686019,0.253758276585422
573502,62383,145535,-283133.959620487,0.108775557888203,0.253765462021057
574002,62484,145661,-280073.317401132,0.108856763565284,0.253763924167512
574502,62586,145733,-224400.233559082,0.108939568530658,0.253668394539967
575002,62684,145855,-272496.900962648,0.109015272990355,0.253659987269609
575502,62775,145986,-287689.217565767,0.109078682611007,0.253667233128642
576002,62879,146086,-248468.283555548,0.109164551511974,0.253620647150531
576502,62975,146164,-217442.026342159,0.109236394669923,0.253535980794516
577002,63078,146268,-253523.769848059,0.109320244990485,0.253496521675835
577502,63177,146342,-224863.896497702,0.109397023733251,0.253405183012353
578002,63275,146467,-277821.053090051,0.109471939543462,0.2534022373625
578502,63377,146604,-291782.757855782,0.109553640263992,0.253420040034434
579002,63472,146720,-271683.683309025,0.109623110110155,0.25340154265443
579502,63575,146814,-236367.323613679,0.109706265034461,0.253345113563025
580002,63676,146931,-265999.92030957,0.10978582832473,0.253328436798494
580502,63780,146984,-195491.103709203,0.109870422496391,0.253201539357315
581002,63878,147069,-236945.980874855,0.109944544080743,0.253129937590576
581502,63975,147241,-328134.358429489,0.110016818514812,0.253208071511362
582002,64077,147401,-318206.397463435,0.1100975598022,0.253265452696039
582502,64175,147476,-217811.109287962,0.1101712955492,0.253176813126822
583002,64273,147619,-293807.548196802,0.110244904820224,0.253204963276284
583502,64375,147709,-241579.534860403,0.110325243101138,0.253142234302539
584002,64474,147817,-256142.924632831,0.110400306848264,0.253110434553306
584502,64578,147890,-214365.368327773,0.11048379646263,0.253018809174306
585002,64678,148081,-354040.294357198,0.110560305776732,0.253129049131456
585502,64776,148234,-303084.660129478,0.110633268545624,0.253174199234161
586002,64882,148375,-281262.428257109,0.110719758635636,0.253198794543363
586502,64984,148480,-257554.630347184,0.110799281161872,0.253161967052116
587002,65082,148577,-238380.488588131,0.110871853928947,0.253111573725473
587502,65185,148651,-221634.195255928,0.110952813777655,0.253022117371515
588002,65286,148796,-299070.280337102,0.111030234591039,0.253053561042309
588502,65385,148885,-233295.360603363,0.111104125389548,0.252989794427207
589002,65485,148977,-238434.489298051,0.111179588524317,0.252931229435554
589502,65583,149094,-265740.885882731,0.111251530953245,0.252915172467608
590002,65683,149162,-212349.724690078,0.111326741265284,0.25281609214884
590502,65782,149328,-315310.044452939,0.111400130736221,0.252883140107908
591002,65880,149402,-223023.226099372,0.111471703987465,0.252794406787117
591502,65984,149497,-235172.932561621,0.111553299904311,0.252741326318423
592002,66078,149629,-290782.042685359,0.111617866155858,0.252750835301232
592502,66177,149708,-227798.009527289,0.111690762225275,0.252670877060331
593002,66281,149844,-280208.510325895,0.11177196704227,0.252687174748146
593502,66381,149950,-255906.755095534,0.111846295378954,0.252652897547102
594002,66480,150070,-267327.389143297,0.111918815088165,0.252642246995801
594502,66585,150133,-206322.334966118,0.112001305294179,0.25253573579231
595002,66681,150358,-396663.587717723,0.112068530862081,0.25270167159102
595502,66774,150490,-291196.842404375,0.112130605774624,0.252711157980998
596002,66873,150594,-256168.013405638,0.11220264361529,0.252673648746145
596502,66977,150709,-269601.161164115,0.112282942890384,0.252654643236737
597002,67078,150833,-278411.942421648,0.112358082552487,0.252650744888627
597502,67177,150918,-233717.31856761,0.112429749189124,0.252581581316883
598002,67281,151087,-319553.76641481,0.112509657158337,0.252653001160531
598502,67381,151160,-225548.881912822,0.112582748261493,0.252563901206679
599002,67481,151335,-337561.2650793,0.112655717343181,0.252645233237952
599502,67584,151413,-212407.948803084,0.112733568862156,0.252564628641773
600002,67685,151502,-232680.066131919,0.112807957306809,0.252502491658361
600502,67783,151572,-215461.783857874,0.112877226054201,0.252408817955644
601002,67884,151633,-204307.067799774,0.112951371210079,0.25230032512371
601502,67985,151720,-233327.331052298,0.113025393099275,0.252235237788071
602002,68087,151818,-253066.033598558,0.11310095315298,0.252188530935113
602502,68180,151967,-305454.334036569,0.113161450086473,0.252226548625565
603002,68283,152065,-248903.78872589,0.113238430386632,0.252179926434738
603502,68385,152184,-266819.013761743,0.113313626135456,0.252168178398746
604002,68490,152320,-279095.253497997,0.11339366425939,0.252184595415247
604502,68589,152369,-185103.048764138,0.113463644454444,0.252057065154458
605002,68692,152575,-369923.988875226,0.113540120528527,0.25218924896116
605502,68790,152704,-276298.159495961,0.113608212689636,0.252194047253353
606002,68890,152778,-223272.290061021,0.113679492806954,0.252108078851225
606502,68989,152842,-207231.841018604,0.113749006598494,0.252005764201932
607002,69084,152980,-295229.216920293,0.113811816106042,0.252025528746199
607502,69187,153043,-206040.051517908,0.113887690904721,0.25192180437266
608002,69291,153135,-236325.263273946,0.113965085641166,0.251865947809382
608502,69394,153234,-245316.328008776,0.114040709808678,0.251821686699469
609002,69500,153307,-204450.340952207,0.114121135891179,0.251734805468619
609502,69599,153531,-385604.457983141,0.114189945233978,0.251895810021952
610002,69697,153622,-240504.767596165,0.114257002436058,0.251838518562234
610502,69798,153744,-279932.946124445,0.114328863787506,0.251832098830143
611002,69902,153892,-295857.948216381,0.114405517494214,0.251868242657144
611502,70001,154105,-377064.595236858,0.114473869259626,0.25201062302331
612002,70100,154203,-257210.038488127,0.114542109339512,0.251964862859925
612502,70203,154328,-273814.541574831,0.114616768598307,0.251963258895481
613002,70307,154440,-259978.317598542,0.114692937380302,0.251940450438987
613502,70403,154512,-212462.423392849,0.114755942115918,0.251852479698518
614002,70507,154645,-284621.837829612,0.114831873511813,0.251864000442995
614502,70600,154732,-239273.965199047,0.114889780667923,0.251800645075199
615002,70704,154829,-243308.053955571,0.114965479787058,0.251753652833649
615502,70803,154915,-235283.507829188,0.115032932468132,0.251688865348935
616002,70897,155036,-276432.727335048,0.115092158791692,0.251681001035711
616502,70993,155148,-256861.737565167,0.115154533156421,0.251658550986047
